Relatório;;;;;;
Arquivo criado em:2024-02-23 17:33:56;;;;;;
;;;;;;
Informação de dispositivo;;;;;;
Modelo do dispositivo;RC-51H;;Tipo de Sensor;Temperatura & Umidade(Interna);;
Número de série;EL2205000383;;Versão do firmware;V2,2;;
Número da Viagem;;;;;;
Número da Viagem;0000001;;;;;
Número da Viagem;Qualificacao Termica.                                                                              ;;;;;
Config. informação;;;;;;
Modo Iniciar;Início cronometrado;;Intervalo de registro;0:1:0;;
Atraso de início;0H0M;;Repita o início;Habilitar;;
Fuso horário;UTC -03:00;;Modo de parada;Botão + Software;;
Luz;Desabilitar;;O intervalo é encurtado após o limite ser excedido;Desabilitar;;
Mark Time;;;;;;
N/A;;;;;;
;;;;;;
Limiar de Alarme;Atraso de alarme;Duração acima do limite;Tempos acima do limite;Status de Alarme;;
H3:;;;;;;
H2:;;;;;;
H1:30,0°C;0D 0H 0M 0S;3D 8H 24M 0S;22;Alarme;;
Zona Ideal;Ilimitado;0D 0H 0M 0S;;;;
L1:15,0°C;0D 0H 0M 0S;0D 0H 0M 0S;0;Normal;;
L2:;;;;;;
Acima:;;;;;;
Zona Ideal;Ilimitado;;;;;
Abaixo:;;;;;;
Resumo;;;;;;
5493;2024-02-19 13:32:00;32,1;69,3;;;
5494;2024-02-19 13:33:00;32,1;69,3;;;
5495;2024-02-19 13:34:00;32,1;69,2;;;
5496;2024-02-19 13:35:00;32,1;69,3;;;
5497;2024-02-19 13:36:00;32,1;69,2;;;
5498;2024-02-19 13:37:00;32,1;69,1;;;
5499;2024-02-19 13:38:00;32,1;69,2;;;
5501;2024-02-19 13:40:00;32,1;69,1;;;
5502;2024-02-19 13:41:00;32,1;69;;;
5504;2024-02-19 13:43:00;32,1;69,2;;;
5511;2024-02-19 13:50:00;32,1;69;;;
5629;2024-02-19 15:48:00;32,1;68,1;;;
5630;2024-02-19 15:49:00;32,1;67,9;;;
5631;2024-02-19 15:50:00;32,1;68;;;
5633;2024-02-19 15:52:00;32,1;67,9;;;
5634;2024-02-19 15:53:00;32,1;67,9;;;
5635;2024-02-19 15:54:00;32,1;68;;;
5636;2024-02-19 15:55:00;32,1;67,9;;;
5637;2024-02-19 15:56:00;32,1;67,8;;;
5638;2024-02-19 15:57:00;32,1;67,9;;;
5639;2024-02-19 15:58:00;32,1;67,9;;;
5640;2024-02-19 15:59:00;32,1;67,9;;;
5641;2024-02-19 16:00:00;32,1;68;;;
5642;2024-02-19 16:01:00;32,1;68;;;
5643;2024-02-19 16:02:00;32,1;68;;;
5644;2024-02-19 16:03:00;32,1;68;;;
5645;2024-02-19 16:04:00;32,1;68,1;;;
5646;2024-02-19 16:05:00;32,1;68,1;;;
5647;2024-02-19 16:06:00;32,1;68,1;;;
5648;2024-02-19 16:07:00;32,1;68,1;;;
5649;2024-02-19 16:08:00;32,1;68,1;;;
5650;2024-02-19 16:09:00;32,1;68;;;
5651;2024-02-19 16:10:00;32,1;68,1;;;
5652;2024-02-19 16:11:00;32,1;68,1;;;
5653;2024-02-19 16:12:00;32,1;68;;;
5654;2024-02-19 16:13:00;32,1;68;;;
5655;2024-02-19 16:14:00;32,1;68;;;
5656;2024-02-19 16:15:00;32,1;68,1;;;
5657;2024-02-19 16:16:00;32,1;68;;;
5658;2024-02-19 16:17:00;32,1;68,1;;;
5659;2024-02-19 16:18:00;32,1;68,1;;;
5660;2024-02-19 16:19:00;32,1;68;;;
5661;2024-02-19 16:20:00;32,1;68;;;
5662;2024-02-19 16:21:00;32,1;68;;;
5663;2024-02-19 16:22:00;32,1;68,1;;;
5664;2024-02-19 16:23:00;32,1;67,9;;;
5666;2024-02-19 16:25:00;32,1;68;;;
6809;2024-02-20 11:28:00;32,1;69,5;;;
6811;2024-02-20 11:30:00;32,1;69,6;;;
6812;2024-02-20 11:31:00;32,1;69,6;;;
6813;2024-02-20 11:32:00;32,1;69,6;;;
6814;2024-02-20 11:33:00;32,1;69,6;;;
6815;2024-02-20 11:34:00;32,1;69,6;;;
6816;2024-02-20 11:35:00;32,1;69,5;;;
6817;2024-02-20 11:36:00;32,1;69,5;;;
6818;2024-02-20 11:37:00;32,1;69,5;;;
6819;2024-02-20 11:38:00;32,1;69,4;;;
6820;2024-02-20 11:39:00;32,1;69,4;;;
6821;2024-02-20 11:40:00;32,1;69,4;;;
6824;2024-02-20 11:43:00;32,1;69,4;;;
7177;2024-02-20 17:36:00;32,1;69,9;;;
7179;2024-02-20 17:38:00;32,1;69,9;;;
7180;2024-02-20 17:39:00;32,1;69,9;;;
7181;2024-02-20 17:40:00;32,1;69,9;;;
7182;2024-02-20 17:41:00;32,1;70;;;
7183;2024-02-20 17:42:00;32,1;70;;;
7184;2024-02-20 17:43:00;32,1;69,9;;;
7185;2024-02-20 17:44:00;32,1;70;;;
7186;2024-02-20 17:45:00;32,1;70;;;
7187;2024-02-20 17:46:00;32,1;70;;;
7188;2024-02-20 17:47:00;32,1;70;;;
7189;2024-02-20 17:48:00;32,1;70;;;
7190;2024-02-20 17:49:00;32,1;70;;;
7191;2024-02-20 17:50:00;32,1;70;;;
5475;2024-02-19 13:14:00;32;69,9;;;
5477;2024-02-19 13:16:00;32;69,8;;;
5478;2024-02-19 13:17:00;32;69,7;;;
5479;2024-02-19 13:18:00;32;69,7;;;
5480;2024-02-19 13:19:00;32;69,8;;;
5481;2024-02-19 13:20:00;32;69,7;;;
5482;2024-02-19 13:21:00;32;69,6;;;
5483;2024-02-19 13:22:00;32;69,7;;;
5665;2024-02-19 16:24:00;32;67,9;;;
5667;2024-02-19 16:26:00;32;68;;;
5668;2024-02-19 16:27:00;32;67,8;;;
5669;2024-02-19 16:28:00;32;67,9;;;
5670;2024-02-19 16:29:00;32;67,8;;;
5671;2024-02-19 16:30:00;32;67,8;;;
5672;2024-02-19 16:31:00;32;67,9;;;
5673;2024-02-19 16:32:00;32;67,9;;;
5674;2024-02-19 16:33:00;32;68;;;
5675;2024-02-19 16:34:00;32;68;;;
5676;2024-02-19 16:35:00;32;68;;;
6800;2024-02-20 11:19:00;32;69,7;;;
6803;2024-02-20 11:22:00;32;69,7;;;
6804;2024-02-20 11:23:00;32;69,6;;;
6805;2024-02-20 11:24:00;32;69,6;;;
6806;2024-02-20 11:25:00;32;69,6;;;
6807;2024-02-20 11:26:00;32;69,6;;;
6808;2024-02-20 11:27:00;32;69,6;;;
6810;2024-02-20 11:29:00;32;69,6;;;
7192;2024-02-20 17:51:00;32;70;;;
7193;2024-02-20 17:52:00;32;70;;;
7194;2024-02-20 17:53:00;32;70;;;
7195;2024-02-20 17:54:00;32;70;;;
7196;2024-02-20 17:55:00;32;70;;;
7197;2024-02-20 17:56:00;32;70;;;
7198;2024-02-20 17:57:00;32;70;;;
7199;2024-02-20 17:58:00;32;70;;;
7200;2024-02-20 17:59:00;32;70;;;
7202;2024-02-20 18:01:00;32;70;;;
7204;2024-02-20 18:03:00;32;70;;;
8418;2024-02-21 14:17:00;32;68,5;;;
8422;2024-02-21 14:21:00;32;68,4;;;
8427;2024-02-21 14:26:00;32;68,5;;;
8428;2024-02-21 14:27:00;32;68,4;;;
8429;2024-02-21 14:28:00;32;68,4;;;
8474;2024-02-21 15:13:00;32;68,4;;;
8476;2024-02-21 15:15:00;32;68,4;;;
8477;2024-02-21 15:16:00;32;68,4;;;
8478;2024-02-21 15:17:00;32;68,4;;;
8479;2024-02-21 15:18:00;32;68,3;;;
8480;2024-02-21 15:19:00;32;68,4;;;
8481;2024-02-21 15:20:00;32;68,4;;;
8482;2024-02-21 15:21:00;32;68,4;;;
8483;2024-02-21 15:22:00;32;68,4;;;
8484;2024-02-21 15:23:00;32;68,4;;;
8485;2024-02-21 15:24:00;32;68,4;;;
8486;2024-02-21 15:25:00;32;68,5;;;
8487;2024-02-21 15:26:00;32;68,4;;;
8488;2024-02-21 15:27:00;32;68,4;;;
8489;2024-02-21 15:28:00;32;68,4;;;
8490;2024-02-21 15:29:00;32;68,4;;;
8491;2024-02-21 15:30:00;32;68,4;;;
8492;2024-02-21 15:31:00;32;68,4;;;
8493;2024-02-21 15:32:00;32;68,4;;;
8503;2024-02-21 15:42:00;32;68,5;;;
8506;2024-02-21 15:45:00;32;68,5;;;
8507;2024-02-21 15:46:00;32;68,5;;;
8508;2024-02-21 15:47:00;32;68,5;;;
8509;2024-02-21 15:48:00;32;68,5;;;
8510;2024-02-21 15:49:00;32;68,5;;;
8511;2024-02-21 15:50:00;32;68,5;;;
8512;2024-02-21 15:51:00;32;68,5;;;
8513;2024-02-21 15:52:00;32;68,5;;;
8514;2024-02-21 15:53:00;32;68,5;;;
8516;2024-02-21 15:55:00;32;68,5;;;
8517;2024-02-21 15:56:00;32;68,4;;;
5456;2024-02-19 12:55:00;31,9;70,3;;;
5457;2024-02-19 12:56:00;31,9;70,2;;;
5458;2024-02-19 12:57:00;31,9;70,3;;;
5462;2024-02-19 13:01:00;31,9;70,3;;;
5466;2024-02-19 13:05:00;31,9;70,1;;;
5467;2024-02-19 13:06:00;31,9;70,1;;;
5468;2024-02-19 13:07:00;31,9;70,1;;;
5469;2024-02-19 13:08:00;31,9;70,1;;;
5470;2024-02-19 13:09:00;31,9;70;;;
5471;2024-02-19 13:10:00;31,9;70;;;
5472;2024-02-19 13:11:00;31,9;70;;;
5473;2024-02-19 13:12:00;31,9;69,9;;;
5474;2024-02-19 13:13:00;31,9;69,9;;;
5476;2024-02-19 13:15:00;31,9;69,8;;;
5677;2024-02-19 16:36:00;31,9;68,1;;;
5678;2024-02-19 16:37:00;31,9;68,1;;;
5679;2024-02-19 16:38:00;31,9;68,2;;;
5680;2024-02-19 16:39:00;31,9;68,3;;;
5681;2024-02-19 16:40:00;31,9;68,3;;;
5682;2024-02-19 16:41:00;31,9;68,2;;;
5683;2024-02-19 16:42:00;31,9;68,2;;;
5684;2024-02-19 16:43:00;31,9;68,2;;;
5685;2024-02-19 16:44:00;31,9;68,2;;;
5686;2024-02-19 16:45:00;31,9;68,1;;;
5687;2024-02-19 16:46:00;31,9;68,1;;;
5688;2024-02-19 16:47:00;31,9;68,2;;;
5689;2024-02-19 16:48:00;31,9;68,1;;;
5690;2024-02-19 16:49:00;31,9;68,2;;;
5691;2024-02-19 16:50:00;31,9;68,3;;;
5692;2024-02-19 16:51:00;31,9;68,3;;;
5693;2024-02-19 16:52:00;31,9;68,3;;;
5694;2024-02-19 16:53:00;31,9;68,4;;;
5696;2024-02-19 16:55:00;31,9;68,3;;;
6791;2024-02-20 11:10:00;31,9;69,9;;;
6793;2024-02-20 11:12:00;31,9;69,9;;;
6795;2024-02-20 11:14:00;31,9;69,9;;;
6796;2024-02-20 11:15:00;31,9;69,8;;;
6797;2024-02-20 11:16:00;31,9;69,8;;;
6798;2024-02-20 11:17:00;31,9;69,7;;;
6799;2024-02-20 11:18:00;31,9;69,7;;;
6801;2024-02-20 11:20:00;31,9;69,7;;;
6802;2024-02-20 11:21:00;31,9;69,7;;;
7201;2024-02-20 18:00:00;31,9;70;;;
7203;2024-02-20 18:02:00;31,9;70;;;
7205;2024-02-20 18:04:00;31,9;70;;;
7206;2024-02-20 18:05:00;31,9;70;;;
7207;2024-02-20 18:06:00;31,9;70;;;
7208;2024-02-20 18:07:00;31,9;70;;;
7209;2024-02-20 18:08:00;31,9;70;;;
7210;2024-02-20 18:09:00;31,9;70;;;
7211;2024-02-20 18:10:00;31,9;70;;;
7212;2024-02-20 18:11:00;31,9;70;;;
7213;2024-02-20 18:12:00;31,9;70;;;
7214;2024-02-20 18:13:00;31,9;70;;;
7215;2024-02-20 18:14:00;31,9;69,9;;;
7216;2024-02-20 18:15:00;31,9;70;;;
8401;2024-02-21 14:00:00;31,9;68,6;;;
8403;2024-02-21 14:02:00;31,9;68,6;;;
8404;2024-02-21 14:03:00;31,9;68,6;;;
8405;2024-02-21 14:04:00;31,9;68,6;;;
8406;2024-02-21 14:05:00;31,9;68,6;;;
8407;2024-02-21 14:06:00;31,9;68,6;;;
8408;2024-02-21 14:07:00;31,9;68,6;;;
8409;2024-02-21 14:08:00;31,9;68,5;;;
8410;2024-02-21 14:09:00;31,9;68,5;;;
8411;2024-02-21 14:10:00;31,9;68,5;;;
8412;2024-02-21 14:11:00;31,9;68,5;;;
8413;2024-02-21 14:12:00;31,9;68,5;;;
8414;2024-02-21 14:13:00;31,9;68,6;;;
8415;2024-02-21 14:14:00;31,9;68,6;;;
8416;2024-02-21 14:15:00;31,9;68,6;;;
8417;2024-02-21 14:16:00;31,9;68,5;;;
8419;2024-02-21 14:18:00;31,9;68,5;;;
8420;2024-02-21 14:19:00;31,9;68,4;;;
8421;2024-02-21 14:20:00;31,9;68,4;;;
8423;2024-02-21 14:22:00;31,9;68,4;;;
8424;2024-02-21 14:23:00;31,9;68,5;;;
8425;2024-02-21 14:24:00;31,9;68,4;;;
8426;2024-02-21 14:25:00;31,9;68,5;;;
8430;2024-02-21 14:29:00;31,9;68,4;;;
8431;2024-02-21 14:30:00;31,9;68,4;;;
8432;2024-02-21 14:31:00;31,9;68,3;;;
8433;2024-02-21 14:32:00;31,9;68,3;;;
8434;2024-02-21 14:33:00;31,9;68,3;;;
8435;2024-02-21 14:34:00;31,9;68,3;;;
8436;2024-02-21 14:35:00;31,9;68,3;;;
8437;2024-02-21 14:36:00;31,9;68,3;;;
8438;2024-02-21 14:37:00;31,9;68,3;;;
8439;2024-02-21 14:38:00;31,9;68,3;;;
8440;2024-02-21 14:39:00;31,9;68,4;;;
8441;2024-02-21 14:40:00;31,9;68,4;;;
8442;2024-02-21 14:41:00;31,9;68,3;;;
8443;2024-02-21 14:42:00;31,9;68,4;;;
8444;2024-02-21 14:43:00;31,9;68,3;;;
8445;2024-02-21 14:44:00;31,9;68,4;;;
8446;2024-02-21 14:45:00;31,9;68,4;;;
8447;2024-02-21 14:46:00;31,9;68,4;;;
8448;2024-02-21 14:47:00;31,9;68,6;;;
8449;2024-02-21 14:48:00;31,9;68,4;;;
8450;2024-02-21 14:49:00;31,9;68,4;;;
8451;2024-02-21 14:50:00;31,9;68,4;;;
8452;2024-02-21 14:51:00;31,9;68,4;;;
8453;2024-02-21 14:52:00;31,9;68,5;;;
8454;2024-02-21 14:53:00;31,9;68,5;;;
8455;2024-02-21 14:54:00;31,9;68,4;;;
8456;2024-02-21 14:55:00;31,9;68,4;;;
8457;2024-02-21 14:56:00;31,9;68,4;;;
8458;2024-02-21 14:57:00;31,9;68,4;;;
8459;2024-02-21 14:58:00;31,9;68,4;;;
8460;2024-02-21 14:59:00;31,9;68,4;;;
8461;2024-02-21 15:00:00;31,9;68,4;;;
8462;2024-02-21 15:01:00;31,9;68,4;;;
8463;2024-02-21 15:02:00;31,9;68,4;;;
8464;2024-02-21 15:03:00;31,9;68,4;;;
8465;2024-02-21 15:04:00;31,9;68,4;;;
8466;2024-02-21 15:05:00;31,9;68,3;;;
8467;2024-02-21 15:06:00;31,9;68,3;;;
8468;2024-02-21 15:07:00;31,9;68,4;;;
8469;2024-02-21 15:08:00;31,9;68,4;;;
8470;2024-02-21 15:09:00;31,9;68,4;;;
8471;2024-02-21 15:10:00;31,9;68,4;;;
8472;2024-02-21 15:11:00;31,9;68,4;;;
8473;2024-02-21 15:12:00;31,9;68,4;;;
8475;2024-02-21 15:14:00;31,9;68,4;;;
8494;2024-02-21 15:33:00;31,9;68,4;;;
8495;2024-02-21 15:34:00;31,9;68,4;;;
8496;2024-02-21 15:35:00;31,9;68,4;;;
8497;2024-02-21 15:36:00;31,9;68,5;;;
8498;2024-02-21 15:37:00;31,9;68,5;;;
8499;2024-02-21 15:38:00;31,9;68,4;;;
8500;2024-02-21 15:39:00;31,9;68,5;;;
8501;2024-02-21 15:40:00;31,9;68,5;;;
8502;2024-02-21 15:41:00;31,9;68,4;;;
8504;2024-02-21 15:43:00;31,9;68,5;;;
8505;2024-02-21 15:44:00;31,9;68,5;;;
8515;2024-02-21 15:54:00;31,9;68,5;;;
8518;2024-02-21 15:57:00;31,9;68,4;;;
8519;2024-02-21 15:58:00;31,9;68,3;;;
8520;2024-02-21 15:59:00;31,9;68,4;;;
8521;2024-02-21 16:00:00;31,9;68,4;;;
8522;2024-02-21 16:01:00;31,9;68,3;;;
8523;2024-02-21 16:02:00;31,9;68,4;;;
8524;2024-02-21 16:03:00;31,9;68,3;;;
8525;2024-02-21 16:04:00;31,9;68,4;;;
8526;2024-02-21 16:05:00;31,9;68,4;;;
8527;2024-02-21 16:06:00;31,9;68,5;;;
8528;2024-02-21 16:07:00;31,9;68,5;;;
8529;2024-02-21 16:08:00;31,9;68,5;;;
8530;2024-02-21 16:09:00;31,9;68,6;;;
8531;2024-02-21 16:10:00;31,9;68,6;;;
8532;2024-02-21 16:11:00;31,9;68,5;;;
8533;2024-02-21 16:12:00;31,9;68,5;;;
8534;2024-02-21 16:13:00;31,9;68,5;;;
8535;2024-02-21 16:14:00;31,9;68,6;;;
8536;2024-02-21 16:15:00;31,9;68,5;;;
8537;2024-02-21 16:16:00;31,9;68,6;;;
8538;2024-02-21 16:17:00;31,9;68,6;;;
8539;2024-02-21 16:18:00;31,9;68,6;;;
8540;2024-02-21 16:19:00;31,9;68,6;;;
8542;2024-02-21 16:21:00;31,9;68,6;;;
8543;2024-02-21 16:22:00;31,9;68,6;;;
8545;2024-02-21 16:24:00;31,9;68,6;;;
8546;2024-02-21 16:25:00;31,9;68,7;;;
5399;2024-02-19 11:58:00;31,8;70,6;;;
5400;2024-02-19 11:59:00;31,8;70,6;;;
5401;2024-02-19 12:00:00;31,8;70,6;;;
5402;2024-02-19 12:01:00;31,8;70,6;;;
5403;2024-02-19 12:02:00;31,8;70,6;;;
5404;2024-02-19 12:03:00;31,8;70,6;;;
5405;2024-02-19 12:04:00;31,8;70,6;;;
5406;2024-02-19 12:05:00;31,8;70,6;;;
5407;2024-02-19 12:06:00;31,8;70,5;;;
5408;2024-02-19 12:07:00;31,8;70,4;;;
5409;2024-02-19 12:08:00;31,8;70,5;;;
5410;2024-02-19 12:09:00;31,8;70,4;;;
5412;2024-02-19 12:11:00;31,8;70,4;;;
5414;2024-02-19 12:13:00;31,8;70,4;;;
5415;2024-02-19 12:14:00;31,8;70,4;;;
5417;2024-02-19 12:16:00;31,8;70,4;;;
5418;2024-02-19 12:17:00;31,8;70,5;;;
5419;2024-02-19 12:18:00;31,8;70,5;;;
5420;2024-02-19 12:19:00;31,8;70,5;;;
5421;2024-02-19 12:20:00;31,8;70,5;;;
5422;2024-02-19 12:21:00;31,8;70,6;;;
5423;2024-02-19 12:22:00;31,8;70,6;;;
5424;2024-02-19 12:23:00;31,8;70,5;;;
5425;2024-02-19 12:24:00;31,8;70,6;;;
5426;2024-02-19 12:25:00;31,8;70,6;;;
5427;2024-02-19 12:26:00;31,8;70,5;;;
5429;2024-02-19 12:28:00;31,8;70,5;;;
5430;2024-02-19 12:29:00;31,8;70,5;;;
5431;2024-02-19 12:30:00;31,8;70,5;;;
5432;2024-02-19 12:31:00;31,8;70,6;;;
5433;2024-02-19 12:32:00;31,8;70,5;;;
5434;2024-02-19 12:33:00;31,8;70,3;;;
5435;2024-02-19 12:34:00;31,8;70,4;;;
5436;2024-02-19 12:35:00;31,8;70,4;;;
5437;2024-02-19 12:36:00;31,8;70,4;;;
5438;2024-02-19 12:37:00;31,8;70,5;;;
5439;2024-02-19 12:38:00;31,8;70,4;;;
5440;2024-02-19 12:39:00;31,8;70,4;;;
5441;2024-02-19 12:40:00;31,8;70,4;;;
5442;2024-02-19 12:41:00;31,8;70,5;;;
5443;2024-02-19 12:42:00;31,8;70,5;;;
5444;2024-02-19 12:43:00;31,8;70,5;;;
5445;2024-02-19 12:44:00;31,8;70,4;;;
5446;2024-02-19 12:45:00;31,8;70,4;;;
5447;2024-02-19 12:46:00;31,8;70,5;;;
5448;2024-02-19 12:47:00;31,8;70,4;;;
5449;2024-02-19 12:48:00;31,8;70,4;;;
5450;2024-02-19 12:49:00;31,8;70,3;;;
5451;2024-02-19 12:50:00;31,8;70,3;;;
5452;2024-02-19 12:51:00;31,8;70,3;;;
5453;2024-02-19 12:52:00;31,8;70,3;;;
5454;2024-02-19 12:53:00;31,8;70,3;;;
5455;2024-02-19 12:54:00;31,8;70,2;;;
5459;2024-02-19 12:58:00;31,8;70,3;;;
5460;2024-02-19 12:59:00;31,8;70,2;;;
5461;2024-02-19 13:00:00;31,8;70,3;;;
5463;2024-02-19 13:02:00;31,8;70,2;;;
5464;2024-02-19 13:03:00;31,8;70,2;;;
5465;2024-02-19 13:04:00;31,8;70,2;;;
5695;2024-02-19 16:54:00;31,8;68,3;;;
5697;2024-02-19 16:56:00;31,8;68,4;;;
5698;2024-02-19 16:57:00;31,8;68,4;;;
5699;2024-02-19 16:58:00;31,8;68,4;;;
5700;2024-02-19 16:59:00;31,8;68,5;;;
5701;2024-02-19 17:00:00;31,8;68,5;;;
5702;2024-02-19 17:01:00;31,8;68,5;;;
5703;2024-02-19 17:02:00;31,8;68,5;;;
5704;2024-02-19 17:03:00;31,8;68,5;;;
5705;2024-02-19 17:04:00;31,8;68,5;;;
5706;2024-02-19 17:05:00;31,8;68,5;;;
5708;2024-02-19 17:07:00;31,8;68,6;;;
5710;2024-02-19 17:09:00;31,8;68,7;;;
6782;2024-02-20 11:01:00;31,8;70,1;;;
6783;2024-02-20 11:02:00;31,8;70;;;
6784;2024-02-20 11:03:00;31,8;70;;;
6785;2024-02-20 11:04:00;31,8;70;;;
6786;2024-02-20 11:05:00;31,8;70,1;;;
6787;2024-02-20 11:06:00;31,8;70;;;
6788;2024-02-20 11:07:00;31,8;70;;;
6789;2024-02-20 11:08:00;31,8;70;;;
6790;2024-02-20 11:09:00;31,8;70;;;
6792;2024-02-20 11:11:00;31,8;69,9;;;
6794;2024-02-20 11:13:00;31,8;69,9;;;
7217;2024-02-20 18:16:00;31,8;70;;;
7218;2024-02-20 18:17:00;31,8;70,1;;;
7219;2024-02-20 18:18:00;31,8;70,1;;;
7220;2024-02-20 18:19:00;31,8;70,1;;;
7221;2024-02-20 18:20:00;31,8;70,1;;;
7222;2024-02-20 18:21:00;31,8;70,2;;;
7223;2024-02-20 18:22:00;31,8;70,2;;;
7224;2024-02-20 18:23:00;31,8;70,2;;;
7225;2024-02-20 18:24:00;31,8;70,2;;;
7227;2024-02-20 18:26:00;31,8;70,2;;;
8380;2024-02-21 13:39:00;31,8;68,7;;;
8382;2024-02-21 13:41:00;31,8;68,8;;;
8383;2024-02-21 13:42:00;31,8;68,7;;;
8384;2024-02-21 13:43:00;31,8;68,7;;;
8385;2024-02-21 13:44:00;31,8;68,7;;;
8386;2024-02-21 13:45:00;31,8;68,7;;;
8387;2024-02-21 13:46:00;31,8;68,7;;;
8388;2024-02-21 13:47:00;31,8;68,7;;;
8389;2024-02-21 13:48:00;31,8;68,7;;;
8390;2024-02-21 13:49:00;31,8;68,7;;;
8391;2024-02-21 13:50:00;31,8;68,7;;;
8392;2024-02-21 13:51:00;31,8;68,7;;;
8393;2024-02-21 13:52:00;31,8;68,7;;;
8394;2024-02-21 13:53:00;31,8;68,7;;;
8395;2024-02-21 13:54:00;31,8;68,6;;;
8396;2024-02-21 13:55:00;31,8;68,5;;;
8397;2024-02-21 13:56:00;31,8;68,5;;;
8398;2024-02-21 13:57:00;31,8;68,5;;;
8399;2024-02-21 13:58:00;31,8;68,6;;;
8400;2024-02-21 13:59:00;31,8;68,6;;;
8402;2024-02-21 14:01:00;31,8;68,6;;;
8541;2024-02-21 16:20:00;31,8;68,6;;;
8544;2024-02-21 16:23:00;31,8;68,6;;;
8547;2024-02-21 16:26:00;31,8;68,7;;;
8548;2024-02-21 16:27:00;31,8;68,7;;;
8549;2024-02-21 16:28:00;31,8;68,7;;;
8550;2024-02-21 16:29:00;31,8;68,7;;;
8551;2024-02-21 16:30:00;31,8;68,8;;;
8552;2024-02-21 16:31:00;31,8;68,8;;;
8553;2024-02-21 16:32:00;31,8;68,8;;;
8554;2024-02-21 16:33:00;31,8;68,8;;;
8555;2024-02-21 16:34:00;31,8;68,9;;;
8556;2024-02-21 16:35:00;31,8;68,9;;;
8557;2024-02-21 16:36:00;31,8;68,9;;;
8558;2024-02-21 16:37:00;31,8;68,9;;;
8559;2024-02-21 16:38:00;31,8;68,9;;;
8560;2024-02-21 16:39:00;31,8;68,9;;;
8561;2024-02-21 16:40:00;31,8;69;;;
8562;2024-02-21 16:41:00;31,8;69;;;
4031;2024-02-18 13:10:00;31,7;73,8;;;
4033;2024-02-18 13:12:00;31,7;73,8;;;
4036;2024-02-18 13:15:00;31,7;73,7;;;
4037;2024-02-18 13:16:00;31,7;73,8;;;
4039;2024-02-18 13:18:00;31,7;73,9;;;
4043;2024-02-18 13:22:00;31,7;74,1;;;
4044;2024-02-18 13:23:00;31,7;74;;;
4045;2024-02-18 13:24:00;31,7;74;;;
4046;2024-02-18 13:25:00;31,7;73,9;;;
4047;2024-02-18 13:26:00;31,7;73,9;;;
4048;2024-02-18 13:27:00;31,7;73,9;;;
4049;2024-02-18 13:28:00;31,7;74;;;
4050;2024-02-18 13:29:00;31,7;73,9;;;
4051;2024-02-18 13:30:00;31,7;73,9;;;
4052;2024-02-18 13:31:00;31,7;74,1;;;
4053;2024-02-18 13:32:00;31,7;74,1;;;
4054;2024-02-18 13:33:00;31,7;74;;;
4055;2024-02-18 13:34:00;31,7;74,1;;;
4056;2024-02-18 13:35:00;31,7;74;;;
4057;2024-02-18 13:36:00;31,7;74;;;
4058;2024-02-18 13:37:00;31,7;74,1;;;
4059;2024-02-18 13:38:00;31,7;73,9;;;
4060;2024-02-18 13:39:00;31,7;74;;;
4061;2024-02-18 13:40:00;31,7;74;;;
4062;2024-02-18 13:41:00;31,7;74;;;
4063;2024-02-18 13:42:00;31,7;74,1;;;
4064;2024-02-18 13:43:00;31,7;74;;;
4065;2024-02-18 13:44:00;31,7;74;;;
4066;2024-02-18 13:45:00;31,7;74;;;
4067;2024-02-18 13:46:00;31,7;74,1;;;
4068;2024-02-18 13:47:00;31,7;74,1;;;
4069;2024-02-18 13:48:00;31,7;74,1;;;
4070;2024-02-18 13:49:00;31,7;74,1;;;
4071;2024-02-18 13:50:00;31,7;74,1;;;
4072;2024-02-18 13:51:00;31,7;74,3;;;
4073;2024-02-18 13:52:00;31,7;74,2;;;
4074;2024-02-18 13:53:00;31,7;74,2;;;
4075;2024-02-18 13:54:00;31,7;74,2;;;
4079;2024-02-18 13:58:00;31,7;74,1;;;
5376;2024-02-19 11:35:00;31,7;70,8;;;
5381;2024-02-19 11:40:00;31,7;70,8;;;
5382;2024-02-19 11:41:00;31,7;70,9;;;
5383;2024-02-19 11:42:00;31,7;70,8;;;
5384;2024-02-19 11:43:00;31,7;70,7;;;
5385;2024-02-19 11:44:00;31,7;70,9;;;
5386;2024-02-19 11:45:00;31,7;70,9;;;
5387;2024-02-19 11:46:00;31,7;70,9;;;
5388;2024-02-19 11:47:00;31,7;70,9;;;
5389;2024-02-19 11:48:00;31,7;70,9;;;
5390;2024-02-19 11:49:00;31,7;70,8;;;
5391;2024-02-19 11:50:00;31,7;70,6;;;
5392;2024-02-19 11:51:00;31,7;70,8;;;
5393;2024-02-19 11:52:00;31,7;70,7;;;
5394;2024-02-19 11:53:00;31,7;70,7;;;
5395;2024-02-19 11:54:00;31,7;70,7;;;
5396;2024-02-19 11:55:00;31,7;70,7;;;
5397;2024-02-19 11:56:00;31,7;70,7;;;
5398;2024-02-19 11:57:00;31,7;70,7;;;
5411;2024-02-19 12:10:00;31,7;70,4;;;
5413;2024-02-19 12:12:00;31,7;70,4;;;
5416;2024-02-19 12:15:00;31,7;70,4;;;
5428;2024-02-19 12:27:00;31,7;70,5;;;
5707;2024-02-19 17:06:00;31,7;68,5;;;
